,Unnamed: 0,ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type,bleu,sem,acpt_per,acpt_orig,acpt,id,original_text_raw,perturbed_text_raw
324,324,1.0,399.0,1.0,0.0012097954750061035,"director lee has a true cinematic knack , but it's also [[nice]] to [[see]] a movie with its heart so [[thoroughly]] , unabashedly on its sleeve .",0.0,0.8936165571212769,"director lee has a true cinematic knack , but it's also [[agreeable]] to [[consult]] a movie with its heart so [[severely]] , unabashedly on its sleeve .",Successful,0.7216597075217096,0.9263925552368164,-46.244483947753906,-47.05082702636719,0.8063430786132812,kuleshov-324,"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .","director lee has a true cinematic knack , but it's also agreeable to consult a movie with its heart so severely , unabashedly on its sleeve ."
987,987,0.0,493.0,0.0,0.002562522888183593,this slender [[plot]] [[feels]] [[especially]] [[thin]] [[stretched]] over the [[nearly]] 80-minute running [[time]] .,0.0,0.4160069823265076,this slender [[conspiracies]] [[discoveries]] [[specially]] [[darn]] [[lengthy]] over the [[approximately]] 80-minute running [[tiempo]] .,Successful,0.5828233954152654,0.5689876079559326,-54.15998458862305,-51.61264419555664,-2.5473403930664062,kuleshov-987,this slender plot feels especially thin stretched over the nearly 80-minute running time .,this slender conspiracies discoveries specially darn lengthy over the approximately 80-minute running tiempo .
1005,1005,0.0,323.0,0.0,0.0005620121955871582,"it's difficult to imagine that a more [[confused]] , [[less]] [[interesting]] and more sloppily made film could possibly come down the road in 2002 .",0.0,0.4056459665298462,"it's difficult to imagine that a more [[bemused]] , [[least]] [[exhilarating]] and more sloppily made film could possibly come down the road in 2002 .",Successful,0.7697570474571566,0.8749743103981018,-45.216270446777344,-40.3724365234375,-4.843833923339844,kuleshov-1005,"it's difficult to imagine that a more confused , less interesting and more sloppily made film could possibly come down the road in 2002 .","it's difficult to imagine that a more bemused , least exhilarating and more sloppily made film could possibly come down the road in 2002 ."
840,840,0.0,208.0,0.0,0.000386655330657959,the [[result]] is so [[tame]] that even slightly wised-up kids would quickly change the channel .,1.0,0.5124220848083496,the [[accomplishments]] is so [[risen]] that even slightly wised-up kids would quickly change the channel .,Successful,0.7098108717509044,0.6026938557624817,-43.65290451049805,-40.42566680908203,-3.227237701416016,kuleshov-840,the result is so tame that even slightly wised-up kids would quickly change the channel .,the accomplishments is so risen that even slightly wised-up kids would quickly change the channel .
675,675,1.0,226.0,1.0,0.0008733868598937987,"with its jerky hand-held camera and [[documentary]] feel , bloody sunday is a [[sobering]] recount of a very bleak day in derry .",0.0,0.994029462337494,"with its jerky hand-held camera and [[paperwork]] feel , bloody sunday is a [[dismal]] recount of a very bleak day in derry .",Successful,0.7522135016840221,0.889958381652832,-45.75831985473633,-45.1632194519043,-0.5951004028320312,kuleshov-675,"with its jerky hand-held camera and documentary feel , bloody sunday is a sobering recount of a very bleak day in derry .","with its jerky hand-held camera and paperwork feel , bloody sunday is a dismal recount of a very bleak day in derry ."
114,114,1.0,349.0,1.0,0.0018047690391540527,". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm [[without]] [[ever]] succumbing to sentimentality .",0.0,0.8273724317550659,". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm [[nope]] [[permanently]] succumbing to sentimentality .",Successful,0.8935248372106969,0.9626956582069396,-41.6718978881836,-40.95153427124024,-0.7203636169433594,kuleshov-114,". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality .",". . . is funny in the way that makes you ache with sadness ( the way chekhov is funny ) , profound without ever being self-important , warm nope permanently succumbing to sentimentality ."
394,394,1.0,82.0,1.0,0.002543389797210693,the best thing i can say about this film is that i can't [[wait]] to see what the director does next .,0.0,0.9991791248321532,the best thing i can say about this film is that i can't [[hoping]] to see what the director does next .,Successful,0.8725129388059689,0.9445906281471252,-28.55180358886719,-26.91937255859375,-1.6324310302734375,kuleshov-394,the best thing i can say about this film is that i can't wait to see what the director does next .,the best thing i can say about this film is that i can't hoping to see what the director does next .
350,350,0.0,64.0,0.0,0.011807262897491457,the master of disguise is awful . it's pauly shore awful . don't say you weren't [[warned]] .,0.0,0.3926714062690735,the master of disguise is awful . it's pauly shore awful . don't say you weren't [[cautious]] .,Successful,0.8915993127600096,0.9608389139175416,-40.03131484985352,-40.82099151611328,0.7896766662597656,kuleshov-350,the master of disguise is awful . it's pauly shore awful . don't say you weren't warned .,the master of disguise is awful . it's pauly shore awful . don't say you weren't cautious .
502,502,0.0,289.0,0.0,0.0015296339988708494,"unfortunately , the [[experience]] of actually watching the movie is [[less]] [[compelling]] than the circumstances of its making .",1.0,0.7514097690582275,"unfortunately , the [[savoring]] of actually watching the movie is [[fewest]] [[incontrovertible]] than the circumstances of its making .",Successful,0.6289868866690355,0.8327809572219849,-45.02132797241211,-39.43333435058594,-5.587993621826172,kuleshov-502,"unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making .","unfortunately , the savoring of actually watching the movie is fewest incontrovertible than the circumstances of its making ."
13,13,0.0,249.0,0.0,0.0004807710647583008,perhaps even the slc high command [[found]] writer-director mitch davis's wall of kitsch [[hard]] going .,1.0,0.5027529001235962,perhaps even the slc high command [[discovery]] writer-director mitch davis's wall of kitsch [[dur]] going .,Successful,0.6413865258981679,0.936186909675598,-53.13253402709961,-54.56054306030274,1.428009033203125,kuleshov-13,perhaps even the slc high command found writer-director mitch davis's wall of kitsch hard going .,perhaps even the slc high command discovery writer-director mitch davis's wall of kitsch dur going .
847,847,0.0,402.0,0.0,0.0005134344100952148,"forages for audience sympathy [[like]] a temperamental child begging for attention , giving audiences no [[reason]] to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",1.0,0.9766157269477844,"forages for audience sympathy [[loved]] a temperamental child begging for attention , giving audiences no [[why]] to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .",Successful,0.8403034716144353,0.9684079885482788,-51.30230331420898,-47.51681518554688,-3.785488128662109,kuleshov-847,"forages for audience sympathy like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining .","forages for audience sympathy loved a temperamental child begging for attention , giving audiences no why to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining ."
1059,1059,1.0,502.0,1.0,0.0017769932746887207,"[[oddly]] , the [[film]] isn't nearly as downbeat as it sounds , but strikes a tone that's [[alternately]] [[melancholic]] , hopeful and strangely [[funny]] .",1.0,0.4876179695129394,"[[suspiciously]] , the [[kino]] isn't nearly as downbeat as it sounds , but strikes a tone that's [[instead]] [[pessimistic]] , hopeful and strangely [[weird]] .",Successful,0.6230832293767097,0.7159463167190552,-44.59624481201172,-42.19225692749024,-2.4039878845214844,kuleshov-1059,"oddly , the film isn't nearly as downbeat as it sounds , but strikes a tone that's alternately melancholic , hopeful and strangely funny .","suspiciously , the kino isn't nearly as downbeat as it sounds , but strikes a tone that's instead pessimistic , hopeful and strangely weird ."
581,581,1.0,96.0,1.0,0.0007086992263793945,an indispensable peek at the art and the [[agony]] of making people [[laugh]] .,0.0,0.9855811595916748,an indispensable peek at the art and the [[wretchedness]] of making people [[kidding]] .,Successful,0.6298129992394241,0.8010144233703613,-48.07477951049805,-45.50456237792969,-2.57021713256836,kuleshov-581,an indispensable peek at the art and the agony of making people laugh .,an indispensable peek at the art and the wretchedness of making people kidding .
353,353,1.0,205.0,1.0,0.0011343955993652346,there's no [[denying]] that burns is a [[filmmaker]] with a bright [[future]] ahead of him .,0.0,0.7813704609870911,there's no [[refusing]] that burns is a [[cameraman]] with a bright [[later]] ahead of him .,Successful,0.40455335578511065,0.6248502731323242,-44.74018859863281,-44.4043197631836,-0.33586883544921875,kuleshov-353,there's no denying that burns is a filmmaker with a bright future ahead of him .,there's no refusing that burns is a cameraman with a bright later ahead of him .
1009,1009,0.0,192.0,0.0,0.0011559724807739258,"[[never]] [[decides]] whether it wants to be a black comedy , drama , melodrama or some combination of the three .",1.0,0.9842888712882996,"[[jamais]] [[picks]] whether it wants to be a black comedy , drama , melodrama or some combination of the three .",Successful,0.8970773746801091,0.9284967184066772,-38.06655883789063,-35.98033905029297,-2.086219787597656,kuleshov-1009,"never decides whether it wants to be a black comedy , drama , melodrama or some combination of the three .","jamais picks whether it wants to be a black comedy , drama , melodrama or some combination of the three ."
950,950,0.0,182.0,0.0,0.005450904369354248,"[[though]] it was made with careful attention to detail and is well-acted by james spader and maggie gyllenhaal , i [[felt]] disrespected .",1.0,0.9982860684394836,"[[yet]] it was made with careful attention to detail and is well-acted by james spader and maggie gyllenhaal , i [[believed]] disrespected .",Successful,0.8453479389161355,0.9201169013977052,-48.90642547607422,-47.55749130249024,-1.3489341735839844,kuleshov-950,"though it was made with careful attention to detail and is well-acted by james spader and maggie gyllenhaal , i felt disrespected .","yet it was made with careful attention to detail and is well-acted by james spader and maggie gyllenhaal , i believed disrespected ."
304,304,0.0,101.0,0.0,0.002810299396514893,charly comes off as emotionally [[manipulative]] and sadly imitative of innumerable past love story derisions .,1.0,0.8961993455886841,charly comes off as emotionally [[sly]] and sadly imitative of innumerable past love story derisions .,Successful,0.8153551038173115,0.8907907009124756,-43.22721481323242,-42.88323211669922,-0.3439826965332031,kuleshov-304,charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions .,charly comes off as emotionally sly and sadly imitative of innumerable past love story derisions .
210,210,0.0,180.0,0.0,0.0009019374847412107,"the trouble is , its filmmakers [[run]] out of clever ideas and visual gags about [[halfway]] through .",1.0,0.9962347745895386,"the trouble is , its filmmakers [[manage]] out of clever ideas and visual gags about [[milieu]] through .",Successful,0.6899302125555485,0.8298183083534241,-42.677337646484375,-43.004539489746094,0.32720184326171875,kuleshov-210,"the trouble is , its filmmakers run out of clever ideas and visual gags about halfway through .","the trouble is , its filmmakers manage out of clever ideas and visual gags about milieu through ."
817,817,1.0,96.0,1.0,0.00306546688079834,"[[ludicrous]] , but director carl franklin adds enough flourishes and freak-outs to make it entertaining .",1.0,0.4590073227882385,"[[stupid]] , but director carl franklin adds enough flourishes and freak-outs to make it entertaining .",Successful,0.9306048591020996,0.9536550045013428,-40.97395706176758,-40.93507766723633,-0.03887939453125,kuleshov-817,"ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining .","stupid , but director carl franklin adds enough flourishes and freak-outs to make it entertaining ."
371,371,1.0,241.0,1.0,0.00268632173538208,kinnear . . . [[gives]] his best screen performance with an oddly [[winning]] portrayal of one of life's ultimate losers .,0.0,0.9845064282417296,kinnear . . . [[prescribes]] his best screen performance with an oddly [[earns]] portrayal of one of life's ultimate losers .,Successful,0.7242447986095324,0.9131181240081788,-43.83744812011719,-41.42581176757813,-2.4116363525390625,kuleshov-371,kinnear . . . gives his best screen performance with an oddly winning portrayal of one of life's ultimate losers .,kinnear . . . prescribes his best screen performance with an oddly earns portrayal of one of life's ultimate losers .
794,794,0.0,44.0,0.0,0.042064785957336426,it's [[tough]] to be startled when you're almost dozing .,1.0,0.9852824807167052,it's [[intense]] to be startled when you're almost dozing .,Successful,0.7825422900366437,0.8625713586807251,-35.282745361328125,-33.90299606323242,-1.3797492980957031,kuleshov-794,it's tough to be startled when you're almost dozing .,it's intense to be startled when you're almost dozing .
948,948,1.0,243.0,1.0,0.0003736019134521485,"this is a movie that [[refreshes]] the mind and spirit along with the body , so [[original]] is its content , look , and style .",0.0,0.9971773624420166,"this is a movie that [[updating]] the mind and spirit along with the body , so [[preliminary]] is its content , look , and style .",Successful,0.7847574847738751,0.8769876956939697,-41.55846786499024,-39.27564239501953,-2.282825469970703,kuleshov-948,"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .","this is a movie that updating the mind and spirit along with the body , so preliminary is its content , look , and style ."
283,283,1.0,82.0,1.0,0.005174756050109863,"while the story does seem pretty unbelievable at times , it's awfully [[entertaining]] to watch .",0.0,0.957379937171936,"while the story does seem pretty unbelievable at times , it's awfully [[comical]] to watch .",Successful,0.8153551038173115,0.9304780364036559,-35.94614028930664,-35.055370330810554,-0.8907699584960938,kuleshov-283,"while the story does seem pretty unbelievable at times , it's awfully entertaining to watch .","while the story does seem pretty unbelievable at times , it's awfully comical to watch ."
955,955,0.0,166.0,0.0,0.01032966375350952,"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely [[contradicts]] everything kieslowski's work aspired to , including the condition of art .",1.0,0.99825257062912,"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely [[belie]] everything kieslowski's work aspired to , including the condition of art .",Successful,0.9025139799587886,0.9772393703460692,-45.33658218383789,-43.69021606445313,-1.6463661193847656,kuleshov-955,"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely contradicts everything kieslowski's work aspired to , including the condition of art .","tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely belie everything kieslowski's work aspired to , including the condition of art ."
1,1,1.0,367.0,1.0,0.001990973949432373,"[[although]] estela bravo's [[documentary]] is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's [[still]] a guilty pleasure to watch .",0.0,0.9326103329658508,"[[nonetheless]] estela bravo's [[paperwork]] is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's [[once]] a guilty pleasure to watch .",Successful,0.7332234387423263,0.8776986598968506,-54.20281219482422,-49.49899291992188,-4.703819274902344,kuleshov-1,"although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty pleasure to watch .","nonetheless estela bravo's paperwork is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's once a guilty pleasure to watch ."
436,436,1.0,149.0,1.0,0.0006730556488037107,there's [[something]] poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .,0.0,0.9974159598350524,there's [[none]] poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .,Successful,0.9304899483313592,0.9611126780509948,-38.85005187988281,-37.69098281860352,-1.1590690612792969,kuleshov-436,there's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .,there's none poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .
1049,1049,0.0,140.0,0.0,0.0005268454551696777,this movie [[plays]] [[like]] an extended dialogue exercise in retard 101 .,1.0,0.9955242276191713,this movie [[fulfils]] [[enjoy]] an extended dialogue exercise in retard 101 .,Successful,0.6704226838163331,0.9366310834884644,-46.80016708374024,-45.38639831542969,-1.4137687683105469,kuleshov-1049,this movie plays like an extended dialogue exercise in retard 101 .,this movie fulfils enjoy an extended dialogue exercise in retard 101 .
162,162,1.0,113.0,1.0,0.2904335856437683,the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized [[enough]] .,0.0,0.9947813749313354,the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized [[adequately]] .,Successful,0.9173176373893104,0.9862369298934937,-47.2089729309082,-45.86736679077149,-1.3416061401367188,kuleshov-162,the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized enough .,the wild thornberrys movie is pleasant enough and the message of our close ties with animals can certainly not be emphasized adequately .
925,925,0.0,125.0,0.0,0.0003771781921386719,"it's [[really]] just another silly hollywood action film , one among a multitude of simple-minded , yahoo-ing death shows .",1.0,0.7803689241409302,"it's [[authentic]] just another silly hollywood action film , one among a multitude of simple-minded , yahoo-ing death shows .",Successful,0.9036020036098448,0.92718106508255,-40.21854782104492,-39.16085433959961,-1.0576934814453125,kuleshov-925,"it's really just another silly hollywood action film , one among a multitude of simple-minded , yahoo-ing death shows .","it's authentic just another silly hollywood action film , one among a multitude of simple-minded , yahoo-ing death shows ."
288,288,0.0,134.0,0.0,0.0017138123512268064,bean drops the ball too many times . . . [[hoping]] the nifty premise will create enough interest to make up for an unfocused screenplay .,1.0,0.8712987899780273,bean drops the ball too many times . . . [[await]] the nifty premise will create enough interest to make up for an unfocused screenplay .,Successful,0.8942255541978509,0.9588531255722046,-37.89496612548828,-36.74221801757813,-1.1527481079101562,kuleshov-288,bean drops the ball too many times . . . hoping the nifty premise will create enough interest to make up for an unfocused screenplay .,bean drops the ball too many times . . . await the nifty premise will create enough interest to make up for an unfocused screenplay .
384,384,1.0,170.0,1.0,0.0008868575096130371,red dragon makes one [[appreciate]] [[silence]] of the lambs .,0.0,0.9994416832923888,red dragon makes one [[appreciating]] [[voiceless]] of the lambs .,Successful,0.5253819788848316,0.8617251515388489,-46.21910858154297,-44.3528938293457,-1.8662147521972656,kuleshov-384,red dragon makes one appreciate silence of the lambs .,red dragon makes one appreciating voiceless of the lambs .
603,603,0.0,68.0,0.0,0.0036002397537231445,"one of the most [[plain]] , unimaginative romantic comedies i've ever seen .",1.0,0.9994192719459534,"one of the most [[pure]] , unimaginative romantic comedies i've ever seen .",Successful,0.7611606003349892,0.954839825630188,-29.887296676635746,-31.89443016052246,2.0071334838867188,kuleshov-603,"one of the most plain , unimaginative romantic comedies i've ever seen .","one of the most pure , unimaginative romantic comedies i've ever seen ."
572,572,0.0,150.0,0.0,0.004601538181304932,"the film , [[like]] jimmy's routines , [[could]] use a few good laughs .",1.0,0.991383969783783,"the film , [[enjoy]] jimmy's routines , [[wo]] use a few good laughs .",Successful,0.5333505353503044,0.8753088712692261,-42.0881233215332,-36.952293395996094,-5.1358299255371085,kuleshov-572,"the film , like jimmy's routines , could use a few good laughs .","the film , enjoy jimmy's routines , wo use a few good laughs ."
439,439,0.0,127.0,0.0,0.0021779537200927734,[[suffers]] from a decided [[lack]] of creative storytelling .,1.0,0.9995879530906676,[[adversity]] from a decided [[dearth]] of creative storytelling .,Successful,0.4316700106852253,0.7696160078048706,-44.9536018371582,-39.066307067871094,-5.8872947692871085,kuleshov-439,suffers from a decided lack of creative storytelling .,adversity from a decided dearth of creative storytelling .
893,893,0.0,112.0,0.0,0.004252970218658447,". . . if it had been only half-an-hour long or a tv special , the humor would have been fast and furious-- at ninety minutes , it [[drags]] .",1.0,0.9135467410087584,". . . if it had been only half-an-hour long or a tv special , the humor would have been fast and furious-- at ninety minutes , it [[plunges]] .",Successful,0.9379042798634868,0.9685854315757751,-34.752059936523445,-32.63596725463867,-2.1160926818847656,kuleshov-893,". . . if it had been only half-an-hour long or a tv special , the humor would have been fast and furious-- at ninety minutes , it drags .",". . . if it had been only half-an-hour long or a tv special , the humor would have been fast and furious-- at ninety minutes , it plunges ."
558,558,1.0,672.0,1.0,0.0011352300643920898,"this chicago has [[hugely]] imaginative and [[successful]] casting to its great [[credit]] , as [[well]] as one [[terrific]] [[score]] and attitude to spare .",0.0,0.7364269495010376,"this chicago has [[unimaginably]] imaginative and [[fecund]] casting to its great [[loaning]] , as [[okay]] as one [[marvellous]] [[rating]] and attitude to spare .",Successful,0.3513874939965221,0.7468271255493164,-59.83065795898438,-56.2255973815918,-3.605060577392578,kuleshov-558,"this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .","this chicago has unimaginably imaginative and fecund casting to its great loaning , as okay as one marvellous rating and attitude to spare ."
704,704,1.0,441.0,1.0,0.001196146011352539,"special p . o . v . camera [[mounts]] on bikes , skateboards , and motorcycles provide an intense [[experience]] when splashed across the [[immense]] imax screen .",0.0,0.9296972751617432,"special p . o . v . camera [[fixing]] on bikes , skateboards , and motorcycles provide an intense [[experimented]] when splashed across the [[gargantuan]] imax screen .",Successful,0.69707435607959,0.9174240827560424,-46.57568359375,-46.53480911254883,-0.04087448120117188,kuleshov-704,"special p . o . v . camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense imax screen .","special p . o . v . camera fixing on bikes , skateboards , and motorcycles provide an intense experimented when splashed across the gargantuan imax screen ."
805,805,1.0,172.0,1.0,0.0010603070259094238,. . . a [[quietly]] [[introspective]] [[portrait]] of the self-esteem of employment and the shame of losing a job . . .,0.0,0.9973288774490356,. . . a [[nonchalantly]] [[introverted]] [[spitting]] of the self-esteem of employment and the shame of losing a job . . .,Successful,0.7739321540474097,0.8114339709281921,-31.60481834411621,-30.772050857543945,-0.8327674865722656,kuleshov-805,. . . a quietly introspective portrait of the self-esteem of employment and the shame of losing a job . . .,. . . a nonchalantly introverted spitting of the self-esteem of employment and the shame of losing a job . . .
1058,1058,1.0,141.0,1.0,0.002971351146697998,"[washington's] strong hand , keen eye , sweet spirit and good taste are reflected in almost [[every]] scene .",0.0,0.6877292394638062,"[washington's] strong hand , keen eye , sweet spirit and good taste are reflected in almost [[tous]] scene .",Successful,0.866397551781362,0.9770431518554688,-41.72117614746094,-40.11227416992188,-1.6089019775390625,kuleshov-1058,"[washington's] strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .","[washington's] strong hand , keen eye , sweet spirit and good taste are reflected in almost tous scene ."
343,343,0.0,133.0,0.0,0.000632941722869873,spy-vs . -spy action flick with antonio banderas and lucy liu [[never]] comes together .,1.0,0.9989910721778872,spy-vs . -spy action flick with antonio banderas and lucy liu [[rien]] comes together .,Successful,0.8003203203844999,0.9574641585350036,-48.39277267456055,-49.71023941040039,1.3174667358398438,kuleshov-343,spy-vs . -spy action flick with antonio banderas and lucy liu never comes together .,spy-vs . -spy action flick with antonio banderas and lucy liu rien comes together .
763,763,1.0,180.0,1.0,0.004930377006530762,the first [[shocking]] thing about sorority boys is that it's actually watchable . even more baffling is that it's [[funny]] .,0.0,0.9981704950332642,the first [[horrible]] thing about sorority boys is that it's actually watchable . even more baffling is that it's [[comic]] .,Successful,0.7878025709745908,0.8649991750717163,-37.886634826660156,-36.52129364013672,-1.3653411865234375,kuleshov-763,the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's funny .,the first horrible thing about sorority boys is that it's actually watchable . even more baffling is that it's comic .
683,683,1.0,83.0,1.0,0.0006697177886962893,[[one]] of the best looking and stylish animated movies in quite a while . . .,0.0,0.9984899163246156,[[nobody]] of the best looking and stylish animated movies in quite a while . . .,Successful,0.9306048591020996,0.8707770109176636,-32.417694091796875,-28.807058334350586,-3.6106357574462886,kuleshov-683,one of the best looking and stylish animated movies in quite a while . . .,nobody of the best looking and stylish animated movies in quite a while . . .
